"Name","min_delta","mean_iou","median_epoch","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","ce_weight","dice_weight","ignore_index","lr","max_epochs","n_splits","num_classes","num_workers","early_stop/epoch","epoch","fold","fold_1/best_epoch","fold_1/best_iou","fold_1/train_loss","fold_1/val_iou","fold_1/val_loss","fold_2/best_epoch","fold_2/best_iou","fold_2/train_loss","fold_2/val_iou","fold_2/val_loss","fold_3/train_loss","fold_3/val_iou","fold_3/val_loss","patience","fold_3/best_epoch","fold_3/best_iou","fold_4/best_epoch","fold_4/best_iou","fold_4/train_loss","fold_4/val_iou","fold_4/val_loss","fold_5/best_epoch","fold_5/best_iou","fold_5/train_loss","fold_5/val_iou","fold_5/val_loss","std_iou"
"DinoV3_LR0.0001_CE0.5_Dice0.5","0.0005","0.8741935014724731","50","finished","-","","","2025-12-28T09:23:32.000Z","3089","","8","0.5","0.5","255","0.0001","150","5","2","4","60","60","5","67","0.881026029586792","0.07350619746880098","0.877316951751709","0.12373710849455424","35","0.8603993654251099","0.09214877140792932","0.8600184321403503","0.1343704493982451","0.07752148468386043","0.8797572255134583","0.11600024306348392","10","59","0.879916787147522","44","0.8790813684463501","0.08851867284287106","0.8749328255653381","0.119048075484378","50","0.8705439567565918","0.0833769206296314","0.8646830320358276","0.13194517525179045","0.007834896921234869"
