"Name","median_epoch","min_delta","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","ce_weight","dice_weight","ignore_index","lr","max_epochs","n_splits","num_classes","num_workers","patience","early_stop/epoch","epoch","fold","fold_1/best_epoch","fold_1/best_iou","fold_1/train_loss","fold_1/val_iou","fold_1/val_loss","fold_2/best_epoch","fold_2/best_iou","fold_2/train_loss","fold_2/val_iou","fold_2/val_loss","fold_3/best_epoch","fold_3/best_iou","fold_3/train_loss","fold_3/val_iou","fold_3/val_loss","fold_4/best_epoch","fold_4/best_iou","fold_4/train_loss","fold_4/val_iou","fold_4/val_loss","fold_5/best_epoch","fold_5/best_iou","fold_5/train_loss","fold_5/val_iou","fold_5/val_loss","mean_iou","std_iou"
"UNet_LR0.001_CE0.5_Dice0.5","56","0.0005","finished","-","","","2025-12-28T11:51:47.000Z","1452","","8","0.5","0.5","255","0.001","150","5","2","4","10","104","104","5","46","0.8948115706443787","0.08362276858904145","0.8886804580688477","0.1141785564167159","56","0.8880208730697632","0.07275355952707203","0.8857622146606445","0.11268098492707523","64","0.9067060947418212","0.07871289598670873","0.9058279991149902","0.09193240106105804","45","0.9006067514419556","0.08220451352271167","0.9000341296195984","0.09888855793646403","94","0.9060579538345336","0.06010178212415088","0.9038274884223938","0.0967939639730113","0.8992406487464905","0.007065052982361923"
